id,family,name_vn,name_e,desc1_vn,desc1_e,desc3_e,needWeapon_vn,rank_group_size,rank_group_min,rank_group_max
17474,174,"Thiên Kiếm","Heavenly Sword","Đơn thể","Single Target","","",6,17473,17478
17475,174,"Thiên Kiếm","Heavenly Sword","Đơn thể","Single Target","","",6,17473,17478
17476,174,"Thiên Kiếm","Heavenly Sword","Đơn thể","Single Target","","",6,17473,17478
17477,174,"Thiên Kiếm","Heavenly Sword","Đơn thể","Single Target","","",6,17473,17478
17478,174,"Thiên Kiếm","Heavenly Sword","Đơn thể","Single Target","","",6,17473,17478
17479,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17480,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17481,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17482,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17483,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17484,174,"Khí Kiếm Thuật","Qi Sword Art","Bị Động","Passive","","",6,17479,17484
17485,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17486,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17487,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17488,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17489,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17490,174,"Vạn Kiếm Quy Tông","Ten Thousand Swords Return","Quần thể","Area Target","","",6,17485,17490
17491,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17492,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17493,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17494,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17495,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17496,174,"Lạc Lôi Thuật","Falling Thunder Art","Đơn thể","Single Target","","",6,17491,17496
17497,174,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17498,174,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17499,174,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17500,175,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17501,175,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17502,175,"Điện Quang Hỏa Thạch","Lightning Flash","Bị Động","Passive","","",6,17497,17502
17503,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17504,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17505,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17506,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17507,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17508,175,"Bôn Lôi Chưởng","Thunderbolt Palm","Đơn thể","Single Target","","",6,17503,17508
17509,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17510,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17511,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17512,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17513,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17514,175,"Phong Trì Điện Xế","Lightning Speed","Bị Động","Passive","","",6,17509,17514
17515,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17516,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17517,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17518,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17519,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17520,175,"Lôi Trượng Thiên Tôn","Thunder Staff Celestial","Bị Động","Passive","","",6,17515,17520
17521,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17522,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17523,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17524,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17525,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17526,175,"Bồ Đề Quyết","Bodhi Art","Bản thân","Self","","",6,17521,17526
17527,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17528,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17529,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17530,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17531,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17532,175,"Hỗn Nguyên Chân Pháp","Primordial True Law","Bị Động","Passive","","",6,17527,17532
17533,175,"Lôi Quang Bào Hao","Thunder Roar","Quần thể","Area Target","","",2,17533,17534
17534,175,"Lôi Quang Bào Hao","Thunder Roar","Quần thể","Area Target","","",2,17533,17534
17535,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17536,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17537,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17538,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17539,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17540,175,"Phi Vân Chấn Điện","Flying Cloud Thunder Shock","Đơn thể","Single Target","","",6,17535,17540
17541,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17542,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17543,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17544,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17545,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17546,175,"Điện Thiểm","Lightning Flash Step","Bị Động","Passive","","",6,17541,17546
17547,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17548,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17549,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17550,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17551,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17552,175,"Ngũ Lôi Oanh Đỉnh","Five Thunder Strike","Quần thể","Area Target","","",6,17547,17552
17553,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17554,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17555,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17556,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17557,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17558,175,"Gia Tăng Sát Thương","Damage Enhancement","Bị Động","Passive","","",6,17553,17558
17559,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17560,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17561,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17562,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17563,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17564,175,"Thuẫn Đạo Pháp","Shield Dao Art","Quần thể","Area Target","","",6,17559,17564
17565,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17566,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17567,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17568,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17569,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17570,175,"Phiến Thuẫn Thiên Quân","Shield Wall Army","Bị Động","Passive","","",6,17565,17570
17571,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17572,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17573,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17574,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17575,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17576,175,"Pháp Lực Hộ Thuẫn","Mana Shield","Quần thể","Area Target","","",6,17571,17576
17577,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17578,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17579,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17580,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17581,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17582,175,"Lôi Minh","Thunder Roar","Bị Động","Passive","","",6,17577,17582
17583,175,"Tật Quang Điện Ảnh","Swift Lightning Shadow","Đơn thể","Single Target","","",2,17583,17584
17584,175,"Tật Quang Điện Ảnh","Swift Lightning Shadow","Đơn thể","Single Target","","",2,17583,17584
