model_id,name_vn,name_cn,name_e,object_data_id,object_status,image_status,preview,evidence
n420154,Phương Đông Lăng,东方凌,Guard Dong Fang Ling,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420155,Mộng Lan,梦兰,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420156,Tây Môn Sương,西门霜,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420157,Ngô Dịch Quan,吴驿官,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420158,Trương Tịnh,张静,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420159,Cổ Thạch Hỏa Vân,古石火云,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420160,Nhân Đại Phu,任大夫,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420161,Nhật Thành,日成,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420162,Long Vĩ,龙伟,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420163,Tiểu Đông,小东,Tieu Dong,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420164,Chủ Tiệm Tạp Hóa,杂货店老板,Grocery Store Owner,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420165,Thiên Cơ Ty Khảo,天机司考,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420166,Thánh Địa Chiến Trường,圣地战场,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420167,Tiêu Đầu,镖头,Escort Leader,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420168,Ngũ Lương,伍良,Traveler Wu Liang,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420169,Lâm Phong,林风,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420170,Thợ Săn Củng Khắc,猎人巩克,Hunter Gong Ke,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420171,Đoạn Hỏa,段火,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420172,Lý Tình,李晴,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420173,Bích Tỉ Vệ Sĩ,碧玺卫士,Bixie Guard,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420190,Tiêu Đầu,镖头,Escort Leader,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420191,Trả Tiêu,还镖,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420192,Xe Tiêu,镖车,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420194,Thợ Săn Bị Thương,受伤猎人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420195,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420197,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420198,Quản Lý Bang Hội,帮会管理员,Guild Manager Fan Zhong,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420199,Tiệm Cống Hiến,贡献商店,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420200,Thợ Săn Củng Khắc,猎人巩克,Hunter Gong Ke,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420201,Hướng Dẫn Tân Thủ,新手指导,Beginner Guide,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420202,Đông Hải Tiên,东海仙,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420203,Tiên Nữ Hướng Dẫn,引导仙女,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420204,Trưởng Thôn,村长,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420205,Hải Thợ Rèn,海铁匠,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420206,Đông Tiên,东仙,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420207,Tôn Kiếm,孙剑,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420208,Lục Thanh,陆青,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420209,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420210,Hải Đại Phu,海大夫,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420211,Ông Chủ Sai,赛老板,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420212,Phương Nhân,方仁,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420213,Huyền Minh Công Tử,玄冥公子,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420214,Lôi Đình,雷霆,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420215,Yên Nhiên,嫣然,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420216,Tề Khắc,齐克,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420217,Hải Hành,海行,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420218,Bàng Phong,庞风,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420219,Thị Nữ Lam Yên,侍女蓝烟,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420220,Lão Nghiện Rượu,老酒鬼,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420221,Tiểu Đông,小东,Tieu Dong,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420222,Hải Côn,海昆,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420223,Hổ Uy,虎威,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420224,Sứ Giả Hoạt Động,活动使者,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420225,Gói Quà,礼包,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420226,Thiên Cơ Ty Khảo,天机司考,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420227,Đông Phương Lục,东方六,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420228,Phong Đại Phu,冯大夫,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420229,Vệ Binh Điểm Hồi Sinh,复活点卫兵,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420230,Đông Sơn Đạo Nhân,东山道人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420231,Hải Dịch Quan,海驿官,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420232,Lý Văn,李文,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420233,Quản Lý Bang Hội,帮会管理员,Guild Manager Fan Zhong,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420234,Đấu Giá,拍卖,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420235,Phong Thợ Rèn,冯铁匠,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420236,Hải Vĩ,海伟,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420237,Thanh Vi,青薇,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420238,Tô Hải,苏海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420239,Hải Vi Đạo Nhân,海维道人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420240,Vọng Hải Thuật Sĩ,望海术士,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420241,Sư Phụ Hải Vân,海云师父,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420242,Hải Phong,海风,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420243,Tiên Quân Giáo Vệ,仙军校尉,Vanguard Guard,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420244,Người Thu Thập,采集者,Collector,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420245,Thanh Sư Hộ Giả,青狮护法,Blue Lion Guardian,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420246,Hải Nghĩa,海义,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420247,Thái Thượng Lão Quân,太上老君,Thái Thượng Lão Quân,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420250,Thái Thượng Lão Quân,太上老君,Thái Thượng Lão Quân,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420253,Thái Thượng Lão Quân,太上老君,Thái Thượng Lão Quân,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420256,Thái Thượng Lão Quân,太上老君,Thái Thượng Lão Quân,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420259,Mộc Nhiên,木然,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420260,Đông Lão,东老,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420261,Thôn Lão,村老,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420262,Trịnh Thị,郑氏,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420263,Hải Lão,海老,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420264,Liễu Đông,柳东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420265,Đinh Hải,丁海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420266,Lão Nông,老农,Old Farmer,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420267,Giả Đông,贾东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420268,Hà Phong,何风,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420269,Cờ Tụ Linh,聚灵旗,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420270,Mã Đông,马东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420271,Mã Hải,马海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420272,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420273,Hộ Động Đạo Nhân,护洞道人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420274,Hải Minh,海明,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420275,Mật Lâm Đạo Nhân,密林道人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420276,Lý Hải,李海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420277,Hộ Động Đạo Sĩ,护洞道士,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420278,Ngô Đông,吴东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420279,Ngô Hải Úy,吴海尉,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420280,Lý Hải Giáo,李海教,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420281,Điền Thương Nhân,田商人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420282,Ninh Thương Nhân,宁商人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420283,Khương Đông,姜东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420284,Ân Châu Ẩn Sĩ,恩州隐士,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420285,Cờ Tụ Linh,聚灵旗,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420286,Cờ Tụ Linh,聚灵旗,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420288,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420300,Hải Lẫm,海凛,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420301,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420302,Đông Đại Phu,东大夫,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420303,Đấu Giá,拍卖,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420304,Sư Phụ Hải Thiên,海天师父,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420305,Hoàng Đông Phong,黄东风,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420306,Chủ Tiệm Tạp Hóa,杂货店老板,Grocery Store Owner,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420307,Chủ Tiệm Trang Bị,装备店老板,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420308,Hứa Hải,许海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420309,Thánh Địa Chiến Trường,圣地战场,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420310,Mộ Dung Hải,慕容海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420311,Kỹ Năng Pháp Bảo,法宝技能,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420312,Hoa Đông Tiên,花东仙,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420313,Hải Hành Đạo,海行道,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420314,Lương Hải Điền,梁海田,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420315,Nguyệt Hải,月海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420316,Hoàng Đông Tài,黄东财,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420317,Lưu Hải,刘海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420318,Trương Hải Giác,张海角,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420319,Bàng Hải,庞海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420320,Tiên Nhân Độ Kiếp,渡劫仙人,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420321,Chủ Tiệm Tinh Thạch,晶石店老板,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420322,Quản Lý Bang Hội,帮会管理员,Guild Manager Fan Zhong,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420323,Sứ Giả Ảo Cảnh Tru Tiên,诛仙幻境使者,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420324,Dịch Thừa,驿丞,Yi Cheng,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420325,Liên Hải,连海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420326,Vương Đông,王东,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420327,Tổng Quản Bang Chiến,帮战总管,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420328,Ti Đồ Hải,司徒海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420329,Đại Tế Tự Hải Quyết,大祭司海决,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420330,Giang Hải,江海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420331,Đông Thợ Rèn,东铁匠,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420332,Hải Sương,海霜,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420333,Thị Vệ Hải Hóa,侍卫海化,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420334,Đoạn Hải,段海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420335,Hải Liêu Chân,海廖真,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420336,Lý Hải Tân,李海新,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420337,Hải Uyển,海婉,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420338,Thợ Săn Hải Dịch,猎人海义,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420339,Hải Lang,海郎,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420340,Đông Dịch Quan,东驿官,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420341,Hải Chính,海正,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420342,Cổ Hải Tiên Sư,古海仙师,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420343,Lâm Đại Phu,林大夫,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420344,Tần Hải Nguyên,秦海元,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420345,Bình Hải,平海,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420346,Chủ Tiệm Trang Bị,装备店老板,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420347,Chủ Tiệm Tạp Hóa,杂货店老板,Grocery Store Owner,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420348,Thiên Cơ Ty Khảo,天机司考,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
n420349,Thánh Địa Chiến Trường,圣地战场,,,UNKNOWN,UNKNOWN,,zsNpc_language.dat name only; ModelID→obj join not found (MODELID_MAP_SPAWN_JOIN.md)
